"","x"
"1669",3931.81
"1670",3941.91
"1671",3832.1
"1672",3850.14
"1673",3926.93
"1674",3961.97
"1675",3972.08
"1676",4125.92
"1677",4096.4
"1678",4074.55
"1679",4159.72
"1680",4191.81
"1681",4208.14
"1682",4187.13
"1683",4116.7
"1684",4016.7
"1685",4061.91
"1686",4029.08
"1687",4150.31
"1688",4154.57
"1689",4162.92
"1690",4055.35
"1691",4125.54
"1692",4132.79
"1693",4132.79
"1694",4132.79
"1695",4132.79
"1696",4266.02
"1697",4224.3
"1698",4224.3
"1699",4224.3
"1700",4364.32
"1701",4416.95
"1702",4360.05
"1703",4339.98
"1704",4293.64
"1705",4237.75
"1706",4134.64
"1707",4150.01
"1708",4145.41
"1709",4140.22
"1710",4216.24
"1711",4290.05
"1712",4310.83
"1713",4250.47
"1714",4238.77
"1715",4222.16
"1716",4266.34
"1717",4316.05
"1718",4385.29
"1719",4444.53
"1720",4442.53
"1721",4529.88
"1722",4529.18
"1723",4509.25
"1724",4494.72
"1725",4536.91
"1726",4519.56
"1727",4558.62
"1728",4552.46
"1729",4509.37
"1730",4522.42
"1731",4535.56
"1732",4627.42
"1733",4611.66
"1734",4581.08
"1735",4583.03
"1736",4610.66
"1737",4604.55
"1738",4704.58
"1739",4695.78
"1740",4693.86
"1741",4781.62
"1742",4759.62
"1743",4690.52
"1744",4676.42
"1745",4762.71
"1746",4828.89
"1747",4852.22
"1748",4862.41
"1749",4838.67
"1750",4872.24
"1751",4905.59
"1752",4945.91
"1753",4908.55
"1754",4949.91
"1755",5045.16
"1756",5014.13
"1757",5064.35
"1758",5114.13
"1759",5029
"1760",5066.9
"1761",5069.89
"1762",5097.25
"1763",5135.35
"1764",5179.04
"1765",5254.32
"1766",5345.89
"1767",5309.67
"1768",5267.35
"1769",5312.25
"1770",5312.25
"1771",5312.25
"1772",5367.98
"1773",5359.24
"1774",5292.97
"1775",5326.63
"1776",5407.93
"1777",5373.8
"1778",5312.28
"1779",5262.57
"1780",5144.42
"1781",5002.71
"1782",5110.88
"1783",5083.8
"1784",5241.23
"1785",5241.23
"1786",5337.75
"1787",5226.2
"1788",5264.62
"1789",5164.89
"1790",5270.61
"1791",5348.75
"1792",5307.82
"1793",5371.99
"1794",5374.11
"1795",5414.31
"1796",5343.66
"1797",5441
"1798",5514.51
"1799",5514.51
"1800",5530.19
"1801",5592.46
"1802",5639.89
"1803",5466.88
"1804",5507.36
"1805",5556.99
"1806",5556.99
"1807",5583.83
"1808",5640.42
"1809",5605.38
"1810",5724.75
"1811",5787.05
"1812",5773.77
"1813",5799.22
"1814",5799.22
"1815",5631.34
"1816",5581.24
"1817",5621.71
"1818",5742.83
"1819",5689.89
"1820",5644.22
"1821",5648.11
"1822",5748.34
"1823",5784.4
"1824",5886.72
"1825",5870.49
"1826",5933.73
"1827",5841.83
"1828",5910.51
"1829",5905.15
"1830",5961.45
"1831",5942.06
"1832",5975.88
"1833",6018.89
"1834",6000.84
"1835",6001.24
"1836",6023.31
"1837",6101.9
"1838",6106.1
"1839",6108
"1840",6162.86
"1841",6186.09
"1842",6184.1
"1843",6081.11
"1844",6043.82
"1845",6040.58
"1846",5854.35
"1847",5867.52
"1848",5828.74
"1849",5906.33
"1850",5861.19
"1851",5774.38
"1852",5718.7
"1853",5614.77
"1854",5528.12
"1855",5598.32
"1856",5460.43
"1857",5285.78
"1858",5386.94
"1859",5355.03
"1860",5473.72
